element,id,geometry,crossing,crossing:markings,highway,public_transport,share_taxi,distance,name,bus,bench,departures_board,level,shelter,crossing:island,crossing:signals,alt_name,railway,bin,lit,noexit,noname,crossing_ref,source,amenity,taxi_vehicle,ref,check_date:shelter,traffic_calming,note,addr:city,addr:postcode,addr:street,check_date:bin,mapillary,source:geometry,survey:date,name:etymology,name:etymology:wikidata,operator,train,wikidata,wikipedia,tactile_paving,direction,supervised,kerb,internet_access,lamp_mount,lamp_type,support,addr:housenumber,description,addr:barangay,addr:province,access,lanes,postal_code,old_name,surface,maxspeed,oneway,foot,designation,status,service,bridge,layer,fixme,width,short_name,destination:forward,destination:lanes:backward,lanes:backward,lanes:forward,parking:lane:both,sidewalk,turn:lanes:backward,turn:lanes:forward,bridge:name,lane_markings,nat_name,hgv,psv,shoulder,handrail,bicycle,ramp,incline,goods,junction,covered,admin_level,boundary,motorcar,motorcycle,sidewalk:left,source:width,horse,area,wheelchair,maxweight,smoothness,sac_scale,indoor,maxheight,footway,ramp:wheelchair,vehicle:lanes,parking:both,parking:both:restriction,destination:backward,destination:lanes:forward,parking:condition:both,parking:condition:both:time_interval,motor_vehicle,access:conditional,oneway:conditional,closed,tunnel,turn:lanes,step_count,informal,type
way,102814185,"LINESTRING (121.2555228 14.171873, 121.2552511 14.1717829, 121.2545626 14.1715237)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102814188,"LINESTRING (121.2543412 14.1780885, 121.2543674 14.178031, 121.2545571 14.1776172, 121.2546086 14.177482, 121.2546781 14.1773234, 121.2547926 14.1770438, 121.2548344 14.1767798, 121.2548481 14.1766677)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102814190,"LINESTRING (121.2483249 14.1615618, 121.248254 14.161693, 121.2482406 14.1617178, 121.2482005 14.1617921, 121.2481592 14.1617995, 121.2481334 14.1618447)",,,service,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102814191,"LINESTRING (121.2542953 14.1712648, 121.2542069 14.1714686, 121.2540162 14.1718534, 121.2538033 14.1723183, 121.2537836 14.1723607, 121.2538017 14.1723936, 121.253884 14.1724379, 121.2540381 14.1725297, 121.2540514 14.1725456)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102814194,"LINESTRING (121.2558352 14.1743806, 121.2558014 14.1744531, 121.2557789 14.1744914, 121.2557173 14.1744922, 121.2555577 14.1744471, 121.2552348 14.1743057, 121.2550454 14.1747263, 121.2549517 14.174954)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102814195,"LINESTRING (121.2559533 14.1729254, 121.2558648 14.1731386, 121.2558259 14.1731373, 121.2552212 14.1729416, 121.2541515 14.1725788, 121.2540514 14.1725456)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102814202,"LINESTRING (121.2543507 14.1734134, 121.2540251 14.1732854, 121.2539239 14.1732595)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102814204,"LINESTRING (121.2559838 14.1766143, 121.2561007 14.176061, 121.2562085 14.1756237, 121.2562118 14.1755887, 121.2561746 14.1755627, 121.2560963 14.1755289, 121.2559506 14.17547, 121.2559027 14.1754432, 121.2558944 14.1753937, 121.2559253 14.1753274, 121.256016 14.175102, 121.2560916 14.1749108, 121.2561366 14.1748086, 121.2561821 14.1746983, 121.2562128 14.174557, 121.2561729 14.1745218, 121.2561058 14.1744952, 121.2558352 14.1743806)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104070679,"LINESTRING (121.2595422 14.1535907, 121.2595985 14.1535903, 121.2600034 14.1535945, 121.2601832 14.1535903, 121.2607775 14.1535969, 121.261645 14.1536112)",,,unclassified,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,asphalt,,,,,,,,,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104070686,"LINESTRING (121.2620496 14.1543654, 121.2620473 14.1544583, 121.2620486 14.1549896, 121.2620494 14.1553241, 121.262035 14.1554819, 121.2620299 14.1556795, 121.2620366 14.156726, 121.2620436 14.1569066)",,,unclassified,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107950132,"LINESTRING (121.2059354 14.1869215, 121.2058123 14.1869009, 121.2056193 14.1868287, 121.2055008 14.186761, 121.2054112 14.1866825, 121.205289 14.1865771, 121.2051923 14.1864936, 121.2050278 14.186382, 121.2049004 14.18625, 121.2047555 14.1861308, 121.2043032 14.1858796, 121.2040485 14.1856497, 121.2038377 14.1854709, 121.2036167 14.1853513, 121.2034381 14.185241, 121.2032047 14.1850475, 121.2031281 14.184899, 121.2030066 14.1846707, 121.2029679 14.184543, 121.2029607 14.1844964, 121.2029199 14.1844023, 121.202817 14.184116, 121.2025809 14.1837791, 121.2025483 14.1837429, 121.2023404 14.1834725, 121.2020547 14.1830997, 121.2020368 14.1830628, 121.2019179 14.1828184, 121.2018696 14.1826144, 121.2018643 14.1824824, 121.2018446 14.1820475, 121.2017721 14.1817066, 121.2017173 14.1814614, 121.2016603 14.1813369, 121.2015584 14.1810288, 121.2014703 14.1807106, 121.2014083 14.1804644, 121.2012732 14.1798691)",,,residential,,,,R. Domingo Street,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107952608,"LINESTRING (121.2038777 14.1793933, 121.204048 14.1798822, 121.2041799 14.1802276, 121.2042252 14.1803443)",,,service,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108429847,"LINESTRING (121.2379287 14.1666156, 121.2383574 14.166806)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,2,4031,,concrete,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108429850,"LINESTRING (121.2425904 14.1622389, 121.2426986 14.162312)",,,footway,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108429851,"LINESTRING (121.2407362 14.1575638, 121.2405142 14.1574756, 121.2403329 14.1574142, 121.2401371 14.1573512, 121.2399009 14.1572566, 121.2396302 14.1571438)",,,residential,,,,Manuel L. Roxas,,,,,,,,,,,yes,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4031,,asphalt,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108429854,"LINESTRING (121.2425762 14.1619999, 121.2426329 14.1620357, 121.2427004 14.1620814, 121.2425904 14.1622389, 121.2425463 14.162302, 121.2424221 14.1622204, 121.2425067 14.1620972, 121.2425625 14.1620195, 121.2425762 14.1619999)",,,footway,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108709139,"LINESTRING (121.2394458 14.1766147, 121.2394681 14.1766049, 121.2394925 14.1766041, 121.2395154 14.1766122, 121.2395335 14.1766282, 121.2395452 14.1766535, 121.2395425 14.176674, 121.2395372 14.1766957, 121.239521 14.1767134, 121.2395038 14.1767225, 121.2394847 14.176726, 121.2394653 14.1767237, 121.2394499 14.1767173, 121.2394368 14.1767071, 121.239427 14.176694, 121.239421 14.1766789, 121.2394193 14.1766627, 121.239422 14.1766467, 121.239429 14.1766319, 121.2394458 14.1766147)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,2,,,,25,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108709141,"LINESTRING (121.239521 14.1767134, 121.2396057 14.1767636, 121.2397273 14.1768223, 121.2398571 14.1768711, 121.2398976 14.1768639, 121.239953 14.1768532, 121.2400584 14.1767708, 121.2403862 14.1763908, 121.2405112 14.1762401, 121.2405623 14.1761737)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,2,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108709142,"LINESTRING (121.2391733 14.1777583, 121.2392854 14.17755, 121.239255 14.1775268, 121.2392712 14.1774879, 121.2393338 14.1773511, 121.2393474 14.1773055, 121.2393578 14.177287, 121.2394259 14.177181, 121.2394872 14.1770965, 121.2395785 14.1771253, 121.2396265 14.177066, 121.2396924 14.1770543, 121.2397598 14.1770737, 121.2397957 14.1770069, 121.2398142 14.1769671, 121.2398571 14.1768711)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108712020,"LINESTRING (121.2496072 14.172785, 121.2496065 14.172822, 121.2494383 14.17318, 121.2492789 14.1735196, 121.2491237 14.17385)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108712026,"LINESTRING (121.2448094 14.1718868, 121.2455569 14.1722649)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108712032,"LINESTRING (121.2442472 14.1723546, 121.2439982 14.172355, 121.243305 14.1723888, 121.2432548 14.1723912)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108713569,"LINESTRING (121.2430004 14.1754047, 121.242963 14.1753883, 121.2427146 14.1752794)",,,service,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109244750,"LINESTRING (121.2420347 14.156467, 121.2422034 14.156569, 121.2423263 14.1566459)",,,footway,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109244751,"LINESTRING (121.2391392 14.1613945, 121.2390732 14.1614758, 121.2389558 14.1616473, 121.2389485 14.1616984, 121.2389743 14.1617355, 121.2392016 14.1619117)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109244755,"LINESTRING (121.2389369 14.1627043, 121.2389564 14.1627602, 121.2390073 14.1627793, 121.2390661 14.1628014, 121.2391082 14.1628173)",,,footway,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109349303,"LINESTRING (121.2399937 14.1671151, 121.2399867 14.1671568, 121.2399342 14.1672968)",,,service,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109349306,"LINESTRING (121.2399867 14.1671568, 121.2402912 14.1672881, 121.2403563 14.1673289, 121.2403662 14.1673565, 121.2403438 14.1674044, 121.2403107 14.1674621, 121.2402805 14.1674889, 121.240244 14.1674924, 121.2401393 14.1674681, 121.239975 14.1673903, 121.2399419 14.167351, 121.2399342 14.1672968)",,,service,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109349310,"LINESTRING (121.24035 14.1671905, 121.2403353 14.1672181, 121.2403287 14.1672304)",,,service,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109353063,"LINESTRING (121.2383831 14.1615173, 121.2383553 14.1615331, 121.2383052 14.1615782, 121.2382386 14.1616628, 121.2381935 14.1617785)",,,service,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109353067,"LINESTRING (121.2432173 14.1675375, 121.2430663 14.1676312, 121.2430468 14.1676439, 121.242947 14.1677089, 121.2428994 14.167714, 121.2426518 14.167873, 121.2424019 14.1680142, 121.2423968 14.168019, 121.2423656 14.1680482, 121.2423235 14.1680527, 121.2422767 14.1680464, 121.242244 14.1680316)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359282,"LINESTRING (121.238888 14.1822588, 121.2380864 14.1823181, 121.237183 14.1823797)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359283,"LINESTRING (121.2439642 14.1831769, 121.2439993 14.1832162, 121.2442109 14.1833515, 121.2444983 14.1835072)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359284,"LINESTRING (121.2452441 14.1819988, 121.2452057 14.1819843, 121.2449774 14.181991, 121.2446424 14.1819971, 121.2440006 14.1820349, 121.2437191 14.1819941, 121.2433361 14.1818185)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359285,"LINESTRING (121.2361385 14.1868564, 121.2363906 14.1869113, 121.2366344 14.1869708, 121.2368274 14.1870174, 121.2376998 14.1872449, 121.2381194 14.1873536)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359287,"LINESTRING (121.2343936 14.186767, 121.2344757 14.1866286, 121.2345588 14.1865762, 121.2346221 14.1865549, 121.234754 14.1864231, 121.2347953 14.1863691, 121.2349334 14.1861583, 121.2350283 14.1860123, 121.235102 14.1859425, 121.2351945 14.1858431, 121.2352817 14.1858068, 121.2353638 14.1857711)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359291,"LINESTRING (121.244474 14.1923326, 121.2441543 14.1926864)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359292,"LINESTRING (121.2422855 14.1831614, 121.2425571 14.1826775, 121.2427484 14.1827282, 121.2429217 14.1827917, 121.2429923 14.1826399, 121.2431473 14.1823121)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359294,"LINESTRING (121.2397156 14.1943627, 121.2396098 14.1945501, 121.2395268 14.1947563, 121.2395371 14.1949374, 121.2397966 14.1953046, 121.2399419 14.1955058, 121.2399471 14.1956869, 121.2398329 14.1961145, 121.2396617 14.1964163, 121.2394022 14.1965974, 121.238982 14.1967584)",,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359296,"LINESTRING (121.2347953 14.1863691, 121.2361385 14.1868564)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359298,"LINESTRING (121.2364646 14.1860077, 121.2367329 14.1861307, 121.2368837 14.1861899, 121.2369556 14.186222)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359299,"LINESTRING (121.2438791 14.1918396, 121.2435751 14.192236)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359301,"LINESTRING (121.2396073 14.1802526, 121.2395313 14.1804486, 121.239434 14.1807221, 121.2393937 14.1808486, 121.239349 14.1810143, 121.2392905 14.1812028, 121.2392967 14.1814847)",,,residential,,,,1st Street,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359302,"LINESTRING (121.2431698 14.1924168, 121.2434188 14.1925936, 121.243676 14.1927779)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359303,"LINESTRING (121.2440006 14.1820349, 121.2444935 14.1822644, 121.2447716 14.1824167, 121.2450183 14.1825269, 121.2452149 14.1826113)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359305,"LINESTRING (121.2432707 14.1817688, 121.243213 14.1817136)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359306,"LINESTRING (121.2353638 14.1857711, 121.2354612 14.1857627, 121.2364143 14.1860994)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359308,"LINESTRING (121.2443097 14.1922041, 121.2440205 14.1925902)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359309,"LINESTRING (121.2444935 14.1822644, 121.2443826 14.1825232)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359310,"LINESTRING (121.236729 14.1918092, 121.2365897 14.1919991, 121.2364394 14.1922062, 121.2362827 14.1925372, 121.2362518 14.1925653, 121.2362108 14.1925642, 121.2359226 14.1925111, 121.2355614 14.1925168)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359312,"LINESTRING (121.2360585 14.1870939, 121.2346221 14.1865549)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359313,"LINESTRING (121.2427779 14.1782949, 121.2428202 14.1782874)",,,primary,,,,National Highway,,,,,,,,,,,yes,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,asphalt,,,,national_primary_road,,,,,,,,,,,,no_stopping,,through|right;through,through|through;right,,yes,Calamba-Santa Cruz-Famy Junction Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359314,"LINESTRING (121.2387127 14.1826374, 121.2380864 14.1823181)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359315,"LINESTRING (121.2436949 14.1916916, 121.2434015 14.1921119, 121.243275 14.1922752, 121.2431698 14.1924168)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359316,"LINESTRING (121.2443099 14.1824909, 121.2442748 14.1825197, 121.2441343 14.1828025, 121.2439696 14.1831167, 121.2439642 14.1831769)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359317,"LINESTRING (121.2395313 14.1804486, 121.2391133 14.18032, 121.2387088 14.1802052, 121.2381375 14.1800157)",,,residential,,,,4th Street,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359318,"LINESTRING (121.2439049 14.1925028, 121.2437864 14.192642, 121.243676 14.1927779)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359320,"LINESTRING (121.2452441 14.1819988, 121.245242 14.1820378, 121.2452108 14.1820997, 121.2450183 14.1825269, 121.2448987 14.1827527, 121.2444983 14.1835072)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109359321,"LINESTRING (121.2376529 14.1887395, 121.2389395 14.1893615, 121.2392902 14.1895558)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
