bldg_id,name,x_coord,y_coord,category
568,Unnamed,61.207873485981466,54.596243993042506,commercial
569,Unnamed,60.582031498283214,55.26908877685616,transport
570,University Cafeteria,63.51854349500152,45.42783297463745,commercial
571,Unnamed,63.953237806006804,47.38658437912561,miscellaneous
572,Unnamed,63.95819865405565,47.49517641702029,miscellaneous
573,Unnamed,63.48226729360158,47.59361354337797,miscellaneous
574,Café Buchie,64.209651639952,47.0829197663726,commercial
575,ACK Meatshop,86.82042195112062,46.44152245054441,commercial
576,Erika Store,86.03428256060275,47.36905896727729,commercial
577,TP-Toda,86.7342272161368,46.233182975128045,transport
578,Unnamed,92.87715234918795,66.42655214547142,commercial
579,Unnamed,92.63438084740463,66.48256794782405,commercial
580,Dunkin' Donuts,66.71782541225724,52.33382797579844,commercial
581,BFF Street Style,67.58504366321749,55.25811492084238,commercial
582,Barangay Burger,67.48412141055766,54.43507571960578,commercial
583,ELBeatz Private KTV and Kinect Hub,68.41024973219999,55.372930936773336,commercial
584,Ermaejoy Store,67.14135781511403,55.59994234631016,commercial
585,Happy Tub Laundryhaus,67.36630126919356,53.79122157034145,commercial
586,Lyanna & Luis General Merchandise,67.11825886635418,55.65366510412143,commercial
587,Mr. Liempo,67.13050595999476,55.62844161417225,commercial
588,Pizza Hut,67.20972450239404,53.55405524927054,commercial
589,Tabemashou,67.93633371623753,55.36621559204693,commercial
590,Unnamed,67.24956631336559,54.018724346565506,commercial
591,Unnamed,67.50303464377559,54.483065866068,commercial
592,Kim Bop,67.60721245297782,55.6816730052963,commercial
593,LBC,67.31018167555412,57.49514365923959,commercial
594,Wing A,63.837743062185545,46.16619331675873,school
595,Bogart's Bentelog,62.81224275289728,54.1733410641706,commercial
596,Dilbert Store,63.00928143666068,53.975320289186,commercial
597,Rib Food & Grill Haus,62.392896065582406,56.85702212132722,commercial
598,Zoller Cuisine,63.276702152239764,52.60244176485771,commercial
599,Unnamed,62.808212063847954,54.52483203448815,commercial
600,Vision World Optical,66.09895961714352,61.93300379007396,commercial
601,Dessert Box by: espressams,65.75402565069368,64.61439180269213,commercial
602,Casa Bulgogi,67.47823040348725,55.61058862453439,commercial
603,University Bookstore,63.61202447557706,45.46239243164394,commercial
604,Crop Protection Cluster,61.257016887036364,49.45540192157304,school
605,LITE Program,62.711475526730034,47.74921299435752,school
606,Unnamed,60.23988800885396,48.52164142679808,miscellaneous
607,Unnamed,60.24717425444568,48.609104697139074,miscellaneous
608,Iskulmeyts,63.25933918403571,52.70317193575676,commercial
609,Melville Canteen,63.254998441979204,52.74690357092581,commercial
610,Others,63.25530849498639,54.08997251622218,commercial
611,Tess & Ylloy's Canteen,63.26181960807116,52.66402638966753,commercial
